Unnamed: 0,contextId,context,question
5,e7d78c8f-fcab-4497-98f8-613773d8114f," Program Name: Advanced French Patisserie
Code: H413
Credential: Ontario College Graduate Certificate
Method of Study: Full-time
Duration: 3 semesters
Starting Months: May
Domestic Tuition: $15,046.00
International Tuition: $34,381.00
Centre: Hospitality & Culinary Arts
School: Chef School
Location: St. James Campus
Program Delivery: Not Available (Fall 2023), On Campus (Winter 2024)
Related Programs: Baking and Pastry Arts Management (H113), Baker / Patissier Apprentice Program (H600), Culinary Arts – Italian (Postgraduate) (H411)",", How much does domestic students pay for this program?"
34,2ba4a0b8-5a5d-4594-98f4-0f539d80df4b," Program Fees and Financial Assistance:
- Knives and small wares: $110 - $160
- Airfare to France (approximate): $500–$700 (excluding transfer costs and applicable taxes)
- International Students: Visit International Fees and Related Costs page for more information.
- Financial Assistance: Approved for OSAP funding for applicants who meet OSAP eligibility criteria.

Admission Requirements:
- Diploma or bachelor's degree in Baking, Pastry Arts, or Culinary Management OR a one-year certificate in Baking, Pastry Arts, Patisserie Apprenticeship AND a minimum one-year of relevant work experience (resumé and references required) OR a diploma or bachelor's degree in an unrelated field AND a minimum of one-year full-time relevant work experience (resumé and references required).
- English Language Proficiency: Applicants with international transcripts who do not provide English language proficiency test results must test at the college level in the George Brown College English assessment to be considered for admission. Visit English Proficiency page for more details.
- International Students: Visit International Admissions page for more information regarding country-specific admission requirements.

Special Requirements:
- Valid WHMIS and Sanitation certification prior to the start of the program.
- Health Policy: Students should be aware that various allergens, including nuts, dairy, and shellfish are routinely used in practical labs. George Brown College is sensitive to religious observances but may not meet specific dietary laws related to halal and kosher foods.

Application Process:
- Domestic students should apply through Ontario Colleges.
- International Students should apply through the George Brown College Online Application System. Visit How to Apply page for more information on how and when to apply.","2. Approximately how much does airfare to France cost, excluding transfer fees and taxes?"
43,da3606ed-7942-407a-af32-db0797a6c6e0," Program Information:
- The college offers production processes to manufacture components according to customer requirements.
- Quality control and quality assurance procedures are applied to meet organizational standards and requirements.
- Components are manufactured using CNC machines and cutting-edge technologies to customer specifications.
- Ongoing strategies for personal, career and professional development are developed and applied.

Tuition Fees:
- Domestic tuition for the first two semesters of programs starting in Fall 2022 is $6,752.
- International tuition for the first two semesters of programs starting in Fall 2023 is $18,178.
- Additional costs are subject to change and do not include material or textbooks.
- Financial assistance is available for this program through OSAP, but applicants must meet eligibility criteria.

Admission Requirements:
- Applicants need an Ontario College Diploma, Ontario College Advanced Diploma, Degree or equivalent in Mechanical Engineering or Mechanical Engineering Technology.
- International students with non-English transcripts need to test at the college level in the George Brown College English assessment for admission.

Application Process:
- Domestic students should apply through Ontario Colleges.
- International students should apply through the George Brown College Online Application System.

Contact Information:
- School of Mechanical Engineering Technologies: Phone: 416-415-5000, ext. 4365, Email: engineeringtech@georgebrown.ca, Room D305.
- For more information about George Brown College, contact the college using the provided phone number or email address.",?
40,da3606ed-7942-407a-af32-db0797a6c6e0," Program Information:
- The college offers production processes to manufacture components according to customer requirements.
- Quality control and quality assurance procedures are applied to meet organizational standards and requirements.
- Components are manufactured using CNC machines and cutting-edge technologies to customer specifications.
- Ongoing strategies for personal, career and professional development are developed and applied.

Tuition Fees:
- Domestic tuition for the first two semesters of programs starting in Fall 2022 is $6,752.
- International tuition for the first two semesters of programs starting in Fall 2023 is $18,178.
- Additional costs are subject to change and do not include material or textbooks.
- Financial assistance is available for this program through OSAP, but applicants must meet eligibility criteria.

Admission Requirements:
- Applicants need an Ontario College Diploma, Ontario College Advanced Diploma, Degree or equivalent in Mechanical Engineering or Mechanical Engineering Technology.
- International students with non-English transcripts need to test at the college level in the George Brown College English assessment for admission.

Application Process:
- Domestic students should apply through Ontario Colleges.
- International students should apply through the George Brown College Online Application System.

Contact Information:
- School of Mechanical Engineering Technologies: Phone: 416-415-5000, ext. 4365, Email: engineeringtech@georgebrown.ca, Room D305.
- For more information about George Brown College, contact the college using the provided phone number or email address.",What is the phone number to reach the school?
46,53267d4b-53e3-4bbe-8036-59aa58eaaab4," For more information about George Brown College, contact the Contact Centre at 416-415-2000 (TTY 1-877-515-5559) or long distance 1-800-265-2002.
Contact international recruitment representatives by booking a virtual meeting or submitting an inquiry through the International Contact Us page.
Visit the campus for an information session to meet instructors and staff, ask questions, and experience George Brown College classrooms. Sign up for an information session and campus tour on the website.
Sign up to receive tailored resources to make your application process easier.
George Brown College contact details: 416-415-2000 (local), 1-877-515-5559 (TTY), and 1-800-265-2002 (long distance).
International students can contact international recruitment representatives by booking a virtual meeting or submitting an inquiry. Website: International Contact Us page.",", Where can I find the International Contact Us page for inquiries?"
31,9696fb50-34ac-4d07-ace2-06638820d763," * The program starting in Fall 2023 has total fees for three semesters, which are subject to change for programs starting in Fall 2024 and later dates. However, the amounts listed below are for Fall 2023:
* Total fees include tuition, materials, student service and ancillary fees.
* Material fees include a uniform (black pants, grey Oxford shirt, bib apron).
* International students should refer to the ""International Fees and Related Costs"" page for more information.
* Financial assistance is available for eligible applicants through OSAP.
* Admission requirements:
  + A diploma or bachelor's degree in Food and Beverage Management, Hotel Management, Tourism and Hospitality Management, Special Event Management or a related area.
  + Current industry professionals with a minimum one year of industry experience and strong understanding of industry standards can be selected through an interview.
* Course exemptions may apply based on college or university credits; refer to the ""Transfer Guide"" for more information.
* Applicants with international transcripts without English proficiency test results must take the George Brown College English Assessment for admission consideration.
* Accepted applicants based on work experience only will need to take the English Admissions Assessment.
* International students should refer to the ""International Admissions"" page for country-specific requirements.
* Students should be aware of allergens (nuts, dairy, shellfish) used in practical labs and note that George Brown College may not meet specific dietary laws related to halal and kosher foods.
* Domestic students should apply through Ontario Colleges, while international students should refer to the ""How to Apply"" page for instructions.",2. Is there a change in fees for programs starting from Fall 2024 and onwards?
5,94b0b394-9032-45c0-9a82-991c43e278b7," Program Name: Advanced Wine and Beverage Business Management
Code: H414
Credential: Ontario College Graduate Certificate
Duration: 3 semesters
Method of Study: Full-time
Starting Months: September
Domestic Tuition: $7,206.00
International Tuition: $28,672.00
Location: St. James Campus
Program Details for:
- 2023-2024
- 2024-2025
Centre: Hospitality & Culinary Arts
School: Hospitality & Tourism Management
Experiential Learning: Incorporated into all CHCA programs.
Delivery for Fall 2023: Semester 1 - On Campus
Delivery for Winter 2024: Semester 2 - On Campus
Related Programs:
- Tourism and Hospitality Management (H130)
- Food and Beverage Management – Restaurant Management (H132)
- Hospitality – Hotel Operations Management (H133)",", When can I start this program?"
32,9696fb50-34ac-4d07-ace2-06638820d763," * The program starting in Fall 2023 has total fees for three semesters, which are subject to change for programs starting in Fall 2024 and later dates. However, the amounts listed below are for Fall 2023:
* Total fees include tuition, materials, student service and ancillary fees.
* Material fees include a uniform (black pants, grey Oxford shirt, bib apron).
* International students should refer to the ""International Fees and Related Costs"" page for more information.
* Financial assistance is available for eligible applicants through OSAP.
* Admission requirements:
  + A diploma or bachelor's degree in Food and Beverage Management, Hotel Management, Tourism and Hospitality Management, Special Event Management or a related area.
  + Current industry professionals with a minimum one year of industry experience and strong understanding of industry standards can be selected through an interview.
* Course exemptions may apply based on college or university credits; refer to the ""Transfer Guide"" for more information.
* Applicants with international transcripts without English proficiency test results must take the George Brown College English Assessment for admission consideration.
* Accepted applicants based on work experience only will need to take the English Admissions Assessment.
* International students should refer to the ""International Admissions"" page for country-specific requirements.
* Students should be aware of allergens (nuts, dairy, shellfish) used in practical labs and note that George Brown College may not meet specific dietary laws related to halal and kosher foods.
* Domestic students should apply through Ontario Colleges, while international students should refer to the ""How to Apply"" page for instructions.",3. What fees are included in the 'total fees' mentioned?
33,44ac3e25-e00c-487b-96dc-b29a82de357c," The text contains information about course exemptions for college or university credits, application process for domestic and international students, contacts for specific programs and departments, and testimonials from a past student. However, there is no explicit mention of the programs offered by George Brown College in this text. Therefore, the extracted information is empty.",(Assuming based on context)?
36,e91fb0c8-3ba6-4a0d-8893-1819d1ded22a," Based on the given text, there is no specific factual information related to the program offered by George Brown College that can be extracted. Therefore, the output will be an empty text.",", Does George Brown College have any specific AI program?"
4,4c706ffa-5295-4202-b969-8485011145dc," Program Name: American Sign Language and Deaf Studies (C114)
Credential: Ontario College Certificate
Method of Study: Full-time
Duration: 1 year (2 semesters)
Starting Months: September
Domestic Tuition: $3,792.00
International Tuition: $17,814.00
Program Delivery: Online
Fall 2023 Delivery: Semester 1 - Online, Semester 2 - Not Available
Winter 2024 Delivery: Semester 1 - Not Available, Semester 2 - Online
Related Programs: Honours Bachelor of Interpretation (American Sign Language – English) (C302), Practical Nursing (PN) (S121)",", How much does domestic students pay for this program?"
54,b0fb44b8-e1ca-4b36-86ac-bd5bb8954842," The text provides information on how to apply to George Brown College, specifically for domestic and international students. It also mentions various resources and contacts for admission requirements, financial aid, and program advising. Here is the extracted information:

- English proficiency requirements can be reviewed for more details.
- Some college or university credits may qualify for exemptions; see Transfer guide for more information.
- International Students should visit the International Admissions page for country-specific admission requirements.
- Domestic students should apply through Ontario Colleges.
- International Students should apply through the George Brown College Online Application System.
- Information sessions are held on a regular basis, sign up for an upcoming session.
- Contact the Admissions Office at admissions@georgebrown.ca or visit the Admissions section for domestic admission inquiries.
- Contact international recruitment representatives by booking a virtual meeting or submitting an inquiry through the International Contact Us page.
- For financial aid inquiries, contact the Financial Aid Office at FinAid@georgebrown.ca or visit the Financial Aid section.
- Make an appointment to see an Entry Advisor for advice on program options and which program might be best suited for you.
- Contact the Centre for Business at business@georgebrown.ca or (416) 415-5000 ext. 2160 for inquiries regarding programs at the Centre for Business.
- For specific inquiries related to the Analytics for Business Decision-Making (Postgraduate) program, contact Robin Yap at ryp@georgebrown.ca.",", What is the contact information for the Centre for Business inquiries?"
62,f92da087-0608-47ed-a66e-aebdde159c5c," Program Offered: Data Analytics (Foundation)
Campus Locations: St. James Campus, 200 King St. E., Toronto, Ontario, Canada and 290 Adelaide St. E., Toronto, Ontario, Canada
Contact Information: email - ryap@georgebrown.ca, Instagram, LinkedIn, International Contact Us page
Related Programs: Information Systems Business Analysis (with experiential learning capstone), International Business Management, Project Management
Capstone Project Experience: Offered in semester two of the program, real-life job experience using data analytics, project made it to 2018 SAS Global Forum’s Student Symposium and won first place.
Success Story: Annissa Rodriguez, Ontario College Graduate Certificate in Data Analytics (Foundation)
Available Services: Campus tours, virtual tour, tailored resources for application process, email communications from George Brown College.",",
6. Have any projects from the Data Analytics program been recognized at the SAS Global Forum's Student Symposium?"
0,1173b31d-265a-4e29-8fe7-37a8c80dae62," Program Name: Analytics for Business Decision Making
Code: B412
Credential: Ontario College Graduate Certificate
Method of Study: Full-time
Duration: 8 months (2 semesters)
Starting Months: January, May, September
Domestic Tuition: $4,379.00 *
International Tuition: $17,774.00 **
Location: St. James Campus
Program Delivery: On Campus (Fall 2023 and Winter 2024)
Centre: Business
School: Management
Related Programs: Information Systems Business Analysis (T405), International Business Management (B411), Project Management (B415)",What is the name of this business decision making analytics program?
0,4c383234-0115-4670-b73a-d620d4e1c690," Program Name: Analytics for Business Decision Making
Code: B422
Credential: Ontario College Graduate Certificate
Duration: 8 months (2 semesters)
Method of Study: Full-time (Online)
Starting Months: January, September
Domestic Tuition: $4,379.00 \*
Location: Online
Experiential Learning: Simulated Learning Environment.
Program Overview: Harnessing the power of big data analytics, the program prepares students for careers in business analytics. The eight-month online postgraduate certificate provides knowledge and skills needed to support real-world business decision-making through data insights, data management, and data science.
Note: This program is also offered in a blended hybrid format with the code B412.

* Please check the official college website or contact the admission office for the most up-to-date tuition fee information.",What is the name of the analytics program for business decision making?
5,4c383234-0115-4670-b73a-d620d4e1c690," Program Name: Analytics for Business Decision Making
Code: B422
Credential: Ontario College Graduate Certificate
Duration: 8 months (2 semesters)
Method of Study: Full-time (Online)
Starting Months: January, September
Domestic Tuition: $4,379.00 \*
Location: Online
Experiential Learning: Simulated Learning Environment.
Program Overview: Harnessing the power of big data analytics, the program prepares students for careers in business analytics. The eight-month online postgraduate certificate provides knowledge and skills needed to support real-world business decision-making through data insights, data management, and data science.
Note: This program is also offered in a blended hybrid format with the code B412.

* Please check the official college website or contact the admission office for the most up-to-date tuition fee information.",", In which months can I start this program?"
30,302b75e5-ad7f-4d05-9d90-287361169ee6," Program Offered: The graduate demonstrates skills in statistics and data analysis with a focus on analytics. Specific courses mentioned include STAT 4001 and STAT 4003. The program covers topics such as extracting, transforming and loading data, data warehousing, model development, business intelligence tools usage, communication of results, statistical techniques application to Big Data, digital information analysis, and ethics in data use for business decision-making.

Program Learning Outcomes: The graduate will be able to efficiently support problem-solving and decision-making through data manipulation; warehouse and mine data for business decision-making purposes; develop classification and predictive models using operational and marketing data; effectively communicate analytics results using various methods; apply statistical techniques to Big Data; analyze and interpret digital information for an organization; and apply business ethics and corporate social responsibility principles in the use of data.

Costs: The tuition and fees for domestic students for the first two semesters is $4,379.00*. Financial assistance is available through OSAP for eligible applicants.

Admission Requirements: Applicants need a college advanced diploma (three-year), bachelor's degree, or relevant work experience with a resume and references. English language proficiency tests are required for some international applicants. College credits may be transferable for exemptions. Domestic students should apply through Ontario Colleges.

*Note: Fees are subject to change for programs starting in Fall 2023 and at later dates.",", What are the learning outcomes for graduates in terms of data warehousing and model development?"
27,88d17704-01cc-45a6-b861-c37cbe2c1e0b," Program: Fashion Studies
Semester 1 Courses:
- FASH 1166: Customer Service in Apparel Fitting
- FASH 1167: Apparel Fitting Technique I
- FASH 1168: Apparel Fitting Standards
- FASH 1169: Textiles in Apparel Fitting
- FASH 1170: Apparel Fitting Technique II
- FASH 1171 or FASH 1165 (substitute): Work Preparation
- FASH 1175: Field Education Placement

Tuition & Fees:
- Domestic Tuition: Funded for eligible participants
- Additional Costs: Funded for eligible participants

Contact Information:
- Jeanine Larmour, Student Success/Industry Liaison/Instructor: jlarmour@georgebrown.ca, 416-415-5000, ext. 4591
- Rosa Fracassa, Director, Fashion Exchange: rfracass@georgebrown.ca

Admission Requirements:
- Contact Jeanine Larmour or Rosa Fracassa for up-to-date information

Application Process:
1. Online application completion
2. Pre-screening process
3. Interview
4. English assessment

Other:
- Not eligible for OSAP funding
- Disclaimer: Information subject to change without notice",",
13. What is the purpose of the pre-screening process in the application process?"
15,88d17704-01cc-45a6-b861-c37cbe2c1e0b," Program: Fashion Studies
Semester 1 Courses:
- FASH 1166: Customer Service in Apparel Fitting
- FASH 1167: Apparel Fitting Technique I
- FASH 1168: Apparel Fitting Standards
- FASH 1169: Textiles in Apparel Fitting
- FASH 1170: Apparel Fitting Technique II
- FASH 1171 or FASH 1165 (substitute): Work Preparation
- FASH 1175: Field Education Placement

Tuition & Fees:
- Domestic Tuition: Funded for eligible participants
- Additional Costs: Funded for eligible participants

Contact Information:
- Jeanine Larmour, Student Success/Industry Liaison/Instructor: jlarmour@georgebrown.ca, 416-415-5000, ext. 4591
- Rosa Fracassa, Director, Fashion Exchange: rfracass@georgebrown.ca

Admission Requirements:
- Contact Jeanine Larmour or Rosa Fracassa for up-to-date information

Application Process:
1. Online application completion
2. Pre-screening process
3. Interview
4. English assessment

Other:
- Not eligible for OSAP funding
- Disclaimer: Information subject to change without notice",1. What is the name of the program in George Brown College?
23,88d17704-01cc-45a6-b861-c37cbe2c1e0b," Program: Fashion Studies
Semester 1 Courses:
- FASH 1166: Customer Service in Apparel Fitting
- FASH 1167: Apparel Fitting Technique I
- FASH 1168: Apparel Fitting Standards
- FASH 1169: Textiles in Apparel Fitting
- FASH 1170: Apparel Fitting Technique II
- FASH 1171 or FASH 1165 (substitute): Work Preparation
- FASH 1175: Field Education Placement

Tuition & Fees:
- Domestic Tuition: Funded for eligible participants
- Additional Costs: Funded for eligible participants

Contact Information:
- Jeanine Larmour, Student Success/Industry Liaison/Instructor: jlarmour@georgebrown.ca, 416-415-5000, ext. 4591
- Rosa Fracassa, Director, Fashion Exchange: rfracass@georgebrown.ca

Admission Requirements:
- Contact Jeanine Larmour or Rosa Fracassa for up-to-date information

Application Process:
1. Online application completion
2. Pre-screening process
3. Interview
4. English assessment

Other:
- Not eligible for OSAP funding
- Disclaimer: Information subject to change without notice",",
9. What is the phone number to reach Jeanine Larmour?"
10,53b1e4d5-3768-4d49-8c9e-77dac0a04feb," Program Name: Applied A.I. Solutions Development
Code: T431
Credential: Ontario College Graduate Certificate
Duration: 1 year (3 semesters)
Starting Months: January, May, September
Domestic Tuition: $8,617.00
International Tuition: $17,964.00
Method of Study: Full-time
Location: Casa Loma Campus
Experiential Learning: Mandatory Co-op or Work Integrated Project
Program Offerings: Fall 2023 (On campus for Semester 1 and co-op for Semester 3), Winter 2024 (Hybrid)
Centre: Arts, Design & Information Technology
School: Computer Technology
Program Description: A program that combines computer science, mathematics, and business to prepare students to deliver innovative artificial intelligence (A.I.), machine learning, deep learning and data science/data analytics solutions for various industry applications.
Note: * The asterisk (*) symbol before the domestic tuition and international tuition denotes that these figures may vary depending on specific circumstances or changes made by the college. ** Similarly, the double asterisks (**) before international tuition indicates potential fluctuation due to external factors.",?
9,53b1e4d5-3768-4d49-8c9e-77dac0a04feb," Program Name: Applied A.I. Solutions Development
Code: T431
Credential: Ontario College Graduate Certificate
Duration: 1 year (3 semesters)
Starting Months: January, May, September
Domestic Tuition: $8,617.00
International Tuition: $17,964.00
Method of Study: Full-time
Location: Casa Loma Campus
Experiential Learning: Mandatory Co-op or Work Integrated Project
Program Offerings: Fall 2023 (On campus for Semester 1 and co-op for Semester 3), Winter 2024 (Hybrid)
Centre: Arts, Design & Information Technology
School: Computer Technology
Program Description: A program that combines computer science, mathematics, and business to prepare students to deliver innovative artificial intelligence (A.I.), machine learning, deep learning and data science/data analytics solutions for various industry applications.
Note: * The asterisk (*) symbol before the domestic tuition and international tuition denotes that these figures may vary depending on specific circumstances or changes made by the college. ** Similarly, the double asterisks (**) before international tuition indicates potential fluctuation due to external factors.",", How does the program prepare students for delivering AI solutions?"
0,53b1e4d5-3768-4d49-8c9e-77dac0a04feb," Program Name: Applied A.I. Solutions Development
Code: T431
Credential: Ontario College Graduate Certificate
Duration: 1 year (3 semesters)
Starting Months: January, May, September
Domestic Tuition: $8,617.00
International Tuition: $17,964.00
Method of Study: Full-time
Location: Casa Loma Campus
Experiential Learning: Mandatory Co-op or Work Integrated Project
Program Offerings: Fall 2023 (On campus for Semester 1 and co-op for Semester 3), Winter 2024 (Hybrid)
Centre: Arts, Design & Information Technology
School: Computer Technology
Program Description: A program that combines computer science, mathematics, and business to prepare students to deliver innovative artificial intelligence (A.I.), machine learning, deep learning and data science/data analytics solutions for various industry applications.
Note: * The asterisk (*) symbol before the domestic tuition and international tuition denotes that these figures may vary depending on specific circumstances or changes made by the college. ** Similarly, the double asterisks (**) before international tuition indicates potential fluctuation due to external factors.",What is the name of the Applied A.I. Solutions Development program?
19,7775f525-7b99-468d-ac4b-80cb6c8ca5d2," The text mentions a program focused on codes and construction law, with an emphasis on teamwork in a project-based learning environment. Students enrolling in January are required to complete semester 2 in the summer (May to August) of the same year to continue into semester 3 in the fall.

Graduates find employment in various areas of the Architectural, Engineering and Construction (AEC) industry, including architectural and construction industries, technical sales representatives and manufacturing technicians for product manufacturers and building material suppliers, and government building departments. Career options for graduates include, but are not limited to, project coordinator, technical representative for building/equipment suppliers, production of computer-aided technical drawings and modelling, developer, property manager, technician with builders/developers, and customer service agent with builders/developers.

This program shares the first four semesters with the three-year Architectural Technology program (T109), allowing graduates to transfer with advanced standing into the third year of that program. The first two semesters are also shared with the three-year Interior Design Technology program (T170), allowing graduates to transfer with advanced standing into the second year of that program. Pathways to the Honours Bachelor of Technology (Construction Management) degree program are also available from the three-year Architectural Technology program.

The required courses for semester 1 include ARCH 1005: Architectural Technology & Studio 1, ARCH 1014: Canadian Industry Practices, ARCH 1048: Structural Systems 1, ARCH 1050: Visual Communications 1, ARCH 1060: Design Fundamentals, CADE 1012: CAD Drawing 1, COMM 2000: Communicating Across Contexts, and MATH 1139: Mathematics for Arch/IDT 1.",",
7. What are the required courses for the first semester of this program?"
